City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,Inhambane,-23.865,35.3833,19.51,71,1,2.11,MZ,1680059515
82,Tilichiki,60.4667,166.1,-7.03,79,7,7.88,RU,1680059515
83,Clyde River,70.4692,-68.5914,-25.47,96,59,2.29,CA,1680059515
84,Pevek,69.7008,170.3133,-9.95,76,14,8.67,RU,1680059279
85,Teknāf,20.8624,92.3058,28.74,62,9,0.75,BD,1680059516
86,Tuktoyaktuk,69.4541,-133.0374,-13.63,87,100,6.8,CA,1680059517
87,Touros,-5.1989,-35.4608,25.19,83,92,3.73,BR,1680059517
88,Portland,45.5234,-122.6762,6.53,93,100,6.17,US,1680059479
89,Bwanga,-3.0308,31.7601,16.48,97,98,1.11,TZ,1680059518
90,Vanimo,-2.6741,141.3028,30.29,63,82,2.57,PG,1680059518
91,Tabas,33.5959,56.9244,17.94,51,8,1.53,IR,1680059519
92,Bluff,-46.6,168.3333,10.45,57,75,6.76,NZ,1680059519
93,Arlit,18.7369,7.3853,22.53,10,0,4.26,NE,1680059459
94,Caarapó,-22.6342,-54.8222,21.16,93,1,2.1,BR,1680059520
95,Makat,47.6469,53.3463,8.74,92,55,4.04,KZ,1680059521
96,Port Alfred,-33.5906,26.891,16.21,79,46,2.68,ZA,1680059230
97,Johnstown,40.3267,-78.922,6.4,56,0,3.09,US,1680059454
98,San Cristobal,7.7669,-72.225,22.1,73,89,0.49,VE,1680059522
99,East London,-33.0153,27.9116,17.39,75,25,10.04,ZA,1680059517
100,Bajil,15.0584,43.2851,24.27,76,100,1.82,YE,1680059522
101,Rio Rancho,35.2334,-106.6645,10.85,27,50,2.24,US,1680058861
102,Socorro,31.6546,-106.3033,14.5,17,0,6.17,US,1680059523
103,Shimoda,34.6667,138.95,15.06,65,53,5.06,JP,1680059524
104,Nuevitas,21.5453,-77.2644,24.07,80,25,2.12,CU,1680059524
105,Bredasdorp,-34.5322,20.0403,15.29,69,96,3.42,ZA,1680059227
106,Cape Town,-33.9258,18.4232,16.72,67,95,2.24,ZA,1680059256
107,Vagay,57.9375,69.0217,-3.41,73,96,6.25,RU,1680059525
108,Khatanga,71.9667,102.5,-20.44,93,100,5.96,RU,1680059526
109,Nanortalik,60.1432,-45.2371,-4.17,87,35,2.37,GL,1680059526
110,Alofi,-19.0595,-169.9187,25.94,89,100,6.69,NU,1680059527
111,Bethel,41.3712,-73.414,5.36,67,0,1.54,US,1680059527
112,Chegdomyn,51.1167,133.0167,7.34,44,100,4.89,RU,1680059528
113,Caraballeda,10.6112,-66.8522,25.76,77,20,1.54,VE,1680059528
114,Baykit,61.67,96.37,-6.64,94,100,1.67,RU,1680059530
115,Ardmore,34.1743,-97.1436,10.01,61,0,1.54,US,1680059271
116,Sinnai,39.3042,9.2036,8.57,76,0,2.57,IT,1680059531
117,Kutum,14.2,24.6667,18.18,17,7,2.61,SD,1680059375
118,Port Elizabeth,-33.918,25.5701,17.83,86,48,1.79,ZA,1680059532
119,Griffith,41.5284,-87.4237,6.05,68,0,3.09,US,1680059318
120,Talnakh,69.4865,88.3972,-24.48,96,66,2.85,RU,1680059532
121,Acaraú,-2.8856,-40.12,24.48,89,92,2.94,BR,1680059470
122,Altay,47.8667,88.1167,7.26,61,21,1.32,CN,1680059533
123,Kaka,37.3482,59.6143,17.15,53,7,1.53,TM,1680059533
124,Sinnamary,5.3833,-52.95,24.55,89,96,4.42,GF,1680059534
125,Jalu,29.0331,21.5482,14.97,54,1,6.25,LY,1680059534
126,Havre-St-Pierre,50.2334,-63.5986,-0.83,91,100,1.56,CA,1680059421
127,Saldanha,-33.0117,17.9442,15.88,72,80,7.78,ZA,1680059535
128,Caravelas,-17.7125,-39.2481,23.95,82,0,1.93,BR,1680059535
129,Carballo,43.213,-8.691,17.83,45,99,4.35,ES,1680059536
130,Birao,10.2849,22.7882,25.2,18,70,2.18,CF,1680059536
131,Katsuura,35.1333,140.3,17.01,83,100,6.44,JP,1680059536
132,Bambous Virieux,-20.3428,57.7575,24.01,78,33,3.14,MU,1680059537
133,Dunedin,-45.8742,170.5036,11.56,66,45,0.45,NZ,1680059537
134,Port Hardy,50.6996,-127.4199,6.31,70,0,3.21,CA,1680059538
135,Norashen,39.9996,44.5895,9.74,47,1,2.57,AM,1680059538
136,Kaitangata,-46.2817,169.8464,11.29,49,68,3.2,NZ,1680059539
137,Puerto Ayora,-0.7393,-90.3518,26.97,91,85,0.89,EC,1680059539
138,Aasiaat,68.7098,-52.8699,-26.31,100,82,2.06,GL,1680059540
139,Araouane,18.9048,-3.5265,28.75,10,95,5.49,ML,1680059540
140,Sompeta,18.9333,84.6,28.34,73,68,4.78,IN,1680059343
141,Natal,-5.795,-35.2094,25.36,94,20,1.54,BR,1680059541
142,Richards Bay,-28.783,32.0377,18.35,75,0,5.33,ZA,1680059541
143,Kavieng,-2.5744,150.7967,28.1,73,95,1.73,PG,1680059335
144,São João da Barra,-21.6403,-41.0511,24.22,83,92,2.1,BR,1680059543
145,Grahamstown,-33.3042,26.5328,12.75,86,72,6.25,ZA,1680059543
146,Chokurdakh,70.6333,147.9167,-20.31,92,81,6.46,RU,1680059544
147,Songjianghe,42.1859,127.479,12.06,26,1,4.65,CN,1680059544
148,Hong Kong,22.2855,114.1577,21.09,89,100,5.81,HK,1680059435
149,Ixtapa,20.7,-105.2,22.57,78,0,2.06,MX,1680059252
150,Maple Creek,49.9168,-109.4848,-5.96,79,19,1.13,CA,1680059545
151,Terrace Bay,48.7834,-87.1,-5.65,82,100,3.1,CA,1680059546
152,Longyearbyen,78.2186,15.6401,-20.62,98,43,1.14,SJ,1680059546
153,Masunga,-20.6246,27.4488,14.3,84,44,2.28,BW,1680059547
154,Vestmannaeyjar,63.4427,-20.2734,3.18,76,100,15.94,IS,1680059547
155,Desaguadero,-16.5656,-69.0417,8.18,76,100,2.64,PE,1680059547
156,Usinsk,65.9939,57.5281,-8.98,94,100,8.4,RU,1680059548
157,Tasiilaq,65.6145,-37.6368,-9.91,65,1,3.39,GL,1680059548
158,Porto Santo,33.072,-16.3415,18.21,72,0,2.06,PT,1680059548
159,Hithadhoo,-0.6,73.0833,28.15,75,50,3.5,MV,1680059549
160,Sibu,2.3,111.8167,31.74,59,69,0.85,MY,1680059548
161,Praia da Vitória,38.7333,-27.0667,14.86,79,3,10.05,PT,1680059550
162,Bridlington,54.0831,-0.1919,7.86,95,48,4.87,GB,1680059550
163,Guangming,45.3333,122.7833,17.08,16,4,4.5,CN,1680059550
164,Lieto,60.5103,22.4618,-3.35,94,40,2.06,FI,1680059532
165,Boralday,43.3578,76.8594,9.92,46,1,1.0,KZ,1680059551
166,Faanui,-16.4833,-151.75,28.1,73,39,2.77,PF,1680059552
167,Winburg,-28.518,27.0093,13.54,89,100,1.16,ZA,1680059554
168,Khovd,48.0056,91.6419,6.01,25,11,1.45,MN,1680059348
169,Nikolskoye,59.7035,30.7861,-1.06,97,100,3.41,RU,1680059554
170,Yumen,40.2833,97.2,11.91,12,97,5.09,CN,1680059555
171,Sitka,57.0531,-135.33,5.94,65,100,5.14,US,1680059555
172,Carauari,-4.8828,-66.8958,23.33,96,100,0.55,BR,1680059556
173,Cherdyn',60.403,56.4787,-7.89,86,6,1.75,RU,1680059556
174,Rincon,32.296,-81.2354,18.98,88,100,3.09,US,1680059359
175,Sistranda,63.7256,8.834,-6.02,66,0,6.46,NO,1680059557
176,Valparaíso,-33.0393,-71.6273,18.89,63,0,1.03,CL,1680059557
177,Husavik,66.0449,-17.3389,-5.77,84,100,5.15,IS,1680059558
178,Kaeo,-35.1,173.7833,18.51,49,1,4.77,NZ,1680059558
179,Menongue,-14.6585,17.691,16.96,95,66,1.16,AO,1680059558
180,Castle Rock,39.3722,-104.8561,4.38,51,43,0.89,US,1680059395
181,Russell,32.3502,-85.1999,17.78,59,0,5.14,US,1680059436
182,Channel-Port aux Basques,47.5702,-59.1367,1.04,76,100,3.51,CA,1680059559
183,Vila Velha,-20.3297,-40.2925,27.19,83,100,1.54,BR,1680059560
184,Murgab,37.4966,61.9714,14.93,67,0,4.12,TM,1680059560
185,Tiksi,71.6872,128.8694,-21.71,86,99,4.69,RU,1680059561
186,Sabha,27.0377,14.4283,15.51,53,0,8.49,LY,1680059561
187,Wanning,18.8003,110.3967,26.08,80,44,3.89,CN,1680059561
188,Punto Fijo,11.6956,-70.1996,25.13,82,76,11.05,VE,1680059562
189,Arraial do Cabo,-22.9661,-42.0278,24.76,80,100,3.34,BR,1680059562
190,Dutlwe,-23.9833,23.9,17.12,78,35,4.02,BW,1680059563
191,Saint George,37.1041,-113.5841,16.08,27,0,1.79,US,1680059403
192,Kapaa,22.0752,-159.319,25.99,84,75,5.14,US,1680059563
193,Ahipara,-35.1667,173.1667,17.29,47,28,7.7,NZ,1680059564
194,Byron Bay,-28.65,153.6167,23.17,89,100,5.07,AU,1680059564
195,Honningsvåg,70.9821,25.9704,-3.14,93,94,0.0,NO,1680059564
196,São Sebastião,-23.76,-45.4097,23.58,93,100,2.58,BR,1680059482
197,Tazovsky,67.4667,78.7,-17.85,97,100,2.62,RU,1680059565
198,Narsaq,60.9167,-46.05,-1.88,64,16,4.37,GL,1680059565
199,Tefé,-3.3542,-64.7114,22.81,98,97,0.3,BR,1680059566
200,Sabang,5.8933,95.3214,27.87,73,70,1.95,ID,1680059566
201,Necochea,-38.5473,-58.7368,21.29,77,100,2.69,AR,1680059567
202,Bogalusa,30.791,-89.8487,18.19,52,0,3.09,US,1680059567
203,Puerto Escondido,15.85,-97.0667,27.46,74,40,0.0,MX,1680059316
204,Winslow,35.0242,-110.6974,12.1,24,0,4.12,US,1680059568
205,Ukiah,39.1502,-123.2078,7.94,75,100,3.09,US,1680059398
206,San Quintín,30.4833,-115.95,13.94,78,0,4.8,MX,1680059569
207,Provideniya,64.3833,-173.3,-2.94,80,100,11.18,RU,1680059570
208,Bhagwantnagar,26.2333,80.75,27.46,24,0,2.74,IN,1680059571
209,Boca do Acre,-8.7522,-67.3978,22.58,97,85,0.64,BR,1680059571
210,Raja,8.4596,25.678,24.31,27,55,1.47,SS,1680059572
211,Bathsheba,13.2167,-59.5167,26.34,65,40,8.23,BB,1680059572
212,Muisne,0.6,-80.0333,25.94,77,70,1.41,EC,1680059384
213,Maceió,-9.6658,-35.7353,25.69,88,75,2.57,BR,1680059288
214,Tynda,55.1667,124.7167,-3.65,89,100,6.97,RU,1680059573
215,Hasaki,35.7333,140.8333,15.16,79,100,6.23,JP,1680059574
216,Fairview,40.8126,-73.999,8.47,47,0,4.12,US,1680059574
217,Sola,-13.8833,167.55,27.32,76,100,2.34,VU,1680059575
218,Cayenne,4.9333,-52.3333,23.02,100,100,0.0,GF,1680059575
219,Half Moon Bay,37.4636,-122.4286,10.46,85,100,4.63,US,1680059575
220,Samarai,-10.6167,150.6667,29.36,67,2,4.79,PG,1680059576
221,Murdochville,48.9583,-65.5006,-6.98,99,100,0.78,CA,1680059576
222,Kasongo-Lunda,-6.4667,16.8167,20.9,99,100,1.01,CD,1680059577
223,Scottsbluff,41.8666,-103.6672,3.77,47,20,2.06,US,1680059577
224,Huarmey,-10.0681,-78.1522,25.53,76,100,3.03,PE,1680059577
225,Coahuayana Viejo,18.7333,-103.6833,20.98,89,4,0.54,MX,1680059578
226,Ust-Maya,60.4167,134.5333,0.82,100,100,2.57,RU,1680059578
227,Qaqortoq,60.7167,-46.0333,-8.97,68,27,3.98,GL,1680059579
228,Poum,-20.2333,164.0167,26.51,76,100,3.84,NC,1680059401
229,Ponta do Sol,32.6667,-17.1,22.85,21,29,2.67,PT,1680059579
230,Saint Anthony,45.0205,-93.218,-3.22,73,0,7.72,US,1680059580
231,Gizo Government Station,-8.103,156.8419,28.68,73,100,2.5,SB,1680059580
232,Port-Gentil,-0.7193,8.7815,26.63,82,100,1.49,GA,1680059580
233,Pitanga,-24.7572,-51.7614,17.7,98,99,0.7,BR,1680059581
234,Solnechnyy,50.7214,136.6319,7.07,45,97,4.53,RU,1680059581
235,Yuci,37.6803,112.7319,16.86,25,0,1.0,CN,1680059581
236,Savinka,50.0785,47.0994,7.11,73,100,4.93,RU,1680059582
237,Oneonta,42.4529,-75.0638,1.23,77,79,0.99,US,1680059488
238,Waipawa,-41.4122,175.5153,9.49,72,97,11.18,NZ,1680059583
239,Leh,34.1667,77.5833,-4.84,75,66,0.26,IN,1680059583
240,San Andrés,12.5847,-81.7006,27.01,69,20,4.63,CO,1680059584
241,Tura,25.5198,90.2201,24.41,55,82,2.15,IN,1680059549
242,Porto Torres,40.835,8.3972,4.1,80,9,3.44,IT,1680059585
243,Assiniboia,49.6334,-105.9845,-17.52,94,7,2.85,CA,1680059585
244,Dalby,-27.1833,151.2667,22.08,83,100,4.59,AU,1680059586
245,Bom Sucesso,-21.0331,-44.7581,18.29,97,100,1.94,BR,1680059586
246,Belz,47.6751,-3.168,12.27,94,100,0.45,FR,1680059587
247,Chui,-33.6971,-53.4616,19.63,90,0,3.75,UY,1680059588
248,Stephenville,32.2207,-98.2023,11.19,59,100,0.0,US,1680059378
249,Pangnirtung,66.1451,-65.7125,-12.64,95,100,1.27,CA,1680059588
250,Isangel,-19.55,169.2667,28.09,73,59,3.58,VU,1680059589
251,Marzuq,14.4,46.4667,22.86,65,92,0.45,YE,1680059589
252,Novy Urengoy,66.0833,76.6333,-16.91,97,99,4.22,RU,1680059589
253,Ust'-Karsk,52.7011,118.8077,1.94,39,1,5.86,RU,1680059590
254,Yelizovo,53.1873,158.3805,2.08,47,20,7.15,RU,1680059367
255,Tsimmerbude,54.675,20.1347,-0.97,51,2,4.51,RU,1680059591
256,Kerema,-7.9631,145.7785,29.47,68,84,3.35,PG,1680059592
257,Kolpashevo,58.3131,82.9089,4.91,78,87,7.03,RU,1680059592
258,Fenton,42.7978,-83.7049,4.42,68,0,2.57,US,1680059592
259,Xihe,31.6864,113.4659,19.08,40,100,0.74,CN,1680059593
260,Esperance,-33.8667,121.9,20.01,57,22,2.43,AU,1680059593
261,Wanaka,-44.7,169.15,9.69,55,29,2.41,NZ,1680059594
262,Garoowe,8.4054,48.4845,23.76,78,93,3.12,SO,1680059594
263,Peniche,39.3558,-9.3811,16.36,67,5,4.81,PT,1680059595
264,Innisfail,-17.5333,146.0333,29.54,70,32,3.01,AU,1680059595
265,Fortuna,40.5982,-124.1573,7.19,91,100,4.02,US,1680059482
266,Camachile,14.6436,120.5808,33.06,64,100,2.72,PH,1680059596
267,Pemba,-12.974,40.5178,23.39,100,40,3.09,MZ,1680059597
268,Kahului,20.8947,-156.47,28.01,64,20,3.09,US,1680059597
269,Dothan,31.2232,-85.3905,19.11,95,20,3.6,US,1680059597
270,Upernavik,72.7868,-56.1549,-29.15,90,7,2.43,GL,1680059598
271,Dano,11.15,-3.0667,28.52,49,75,1.8,BF,1680059467
272,Langfang,39.5097,116.6947,19.88,21,0,1.01,CN,1680059599
273,Adiaké,5.2863,-3.304,25.89,88,45,2.31,CI,1680059600
274,Charter Township of Clinton,42.587,-82.9199,4.99,75,20,3.09,US,1680059538
275,Donskoye,45.4552,41.9741,10.07,92,100,1.65,RU,1680059601
276,San Patricio,28.017,-97.5169,21.92,58,98,6.13,US,1680059489
277,Tinogboc,12.0074,121.4122,26.66,80,100,10.76,PH,1680059602
278,Manggar,-2.8833,108.2667,29.15,68,100,2.33,ID,1680059603
279,Mackay,-21.15,149.2,33.16,69,76,2.65,AU,1680059603
280,Bela,25.9333,81.9833,28.2,23,0,2.19,IN,1680059389
281,Aksu,41.1231,80.2644,14.23,14,0,1.48,CN,1680059604
282,Auki,-8.7676,160.7034,27.8,80,100,0.4,SB,1680059604
283,Cockburn Town,21.4612,-71.1419,25.07,73,0,8.93,TC,1680059605
284,Juneau,58.3019,-134.4197,4.0,83,75,2.57,US,1680059605
285,Kailua,21.4022,-157.7394,26.99,75,75,6.17,US,1680059606
286,Chu,43.5983,73.7614,13.79,45,1,2.27,KZ,1680059606
287,Akureyri,65.6835,-18.0878,-7.32,95,100,2.06,IS,1680059606
288,Areia Branca,-4.9561,-37.1369,25.36,84,65,5.1,BR,1680059607
289,Guerrero Negro,27.9769,-114.0611,14.64,71,0,7.73,MX,1680059346
290,Meulaboh,4.1363,96.1285,28.14,71,40,0.59,ID,1680059607
291,Tautira,-17.7333,-149.15,27.72,75,89,3.12,PF,1680059608
292,Severo-Kuril'sk,50.6789,156.125,0.02,79,21,4.99,RU,1680059608
293,Constitución,-35.3333,-72.4167,12.06,84,27,4.71,CL,1680059609
294,Troitsko-Pechorsk,62.7084,56.1964,-14.41,97,56,1.65,RU,1680059609
295,Lata,40.1629,-8.3327,12.82,64,20,1.84,PT,1680059610
296,Kovernino,57.1253,43.8142,-0.63,92,93,5.44,RU,1680059610
297,Llandrindod Wells,52.2416,-3.3787,9.97,96,100,2.67,GB,1680059610
298,Surab,28.4914,66.2585,11.36,80,81,4.71,PK,1680059611
299,Nhulunbuy,-12.2333,136.7667,30.34,66,75,5.14,AU,1680059611
300,Erzurum Province,40.0,41.5,4.82,65,68,2.49,TR,1680059611
301,Adrar,20.5022,-10.0711,24.13,9,1,3.99,MR,1680059612
302,La Ronge,55.1001,-105.2842,-17.17,97,51,2.01,CA,1680059612
303,Meadow Lake,34.8014,-106.5436,10.62,20,34,5.47,US,1680059612
304,Sinjār,36.3209,41.8754,12.51,61,0,3.45,IQ,1680059614
305,Kruisfontein,-34.0033,24.7314,16.6,84,50,7.16,ZA,1680059615
306,Mutoko,-17.397,32.2268,12.18,96,31,0.89,ZW,1680059615
307,Paredon,16.0333,-93.8667,27.83,69,10,2.1,MX,1680059615
308,Okhotsk,59.3833,143.3,-5.01,87,100,3.1,RU,1680059616
309,Neuquén,-38.9516,-68.0591,15.94,33,0,7.2,AR,1680059616
310,Laguna,38.421,-121.4238,9.05,91,75,4.12,US,1680059617
311,Flinders,-34.5833,150.8552,22.25,89,56,1.79,AU,1680059617
312,Kazygurt,41.7589,69.3864,17.61,42,100,2.26,KZ,1680059617
313,Ancud,-41.8697,-73.8203,7.81,68,54,3.14,CL,1680059618
314,Rock Springs,41.5875,-109.2029,-2.31,71,0,3.6,US,1680059558
315,Mugur-Aksy,50.35,90.5,2.4,33,0,1.58,RU,1680059618
316,Tiptūr,13.2586,76.4783,26.64,44,36,4.4,IN,1680059619
317,Pontianak,-0.0333,109.3333,28.99,79,40,2.57,ID,1680059619
318,Pointe Michel,15.25,-61.3833,25.16,73,28,7.41,DM,1680059620
319,Kumul,42.8,93.45,17.65,11,1,3.32,CN,1680059620
320,Vao,-22.6667,167.4833,24.94,77,87,6.51,NC,1680059620
321,Ugoofaaru,5.6667,73.0,27.33,72,50,1.53,MV,1680059621
322,Lukulu,-14.3707,23.242,18.44,93,73,2.24,ZM,1680059621
323,Gijang,35.2442,129.2139,14.61,49,55,2.97,KR,1680059622
324,Gunnedah,-30.9833,150.25,25.39,60,44,9.3,AU,1680059622
325,Boyolangu,-8.1181,111.8935,29.68,66,96,0.64,ID,1680059622
326,Port Blair,11.6667,92.75,28.87,64,71,2.29,IN,1680059623
327,Itō,34.9667,139.0833,14.27,68,56,0.89,JP,1680059623
328,Beihai,21.4833,109.1,18.78,89,100,4.72,CN,1680059623
329,Moussoro,13.6408,16.4901,25.7,14,96,5.59,TD,1680059624
330,Amudat,1.95,34.95,19.87,79,97,0.89,UG,1680059625
331,Noumea,-22.2763,166.4572,29.99,71,96,5.52,NC,1680059511
332,Lazarev,52.225,141.5131,2.01,73,75,6.58,RU,1680059626
333,Boueni,-12.9025,45.0761,25.99,72,100,0.28,YT,1680059626
334,Mount Isa,-20.7333,139.5,32.87,35,100,5.66,AU,1680059627
335,Rawson,-43.3002,-65.1023,13.09,40,90,14.67,AR,1680059450
336,Black Forest,39.0131,-104.7008,3.94,24,0,1.34,US,1680059628
337,Dingle,10.9995,122.6711,30.29,63,100,6.23,PH,1680059628
338,Beloha,-25.1667,45.05,16.28,77,0,2.73,MG,1680059628
339,Río Gallegos,-51.6226,-69.2181,1.03,75,0,6.69,AR,1680059629
340,Buy,58.4786,41.53,0.09,92,86,5.67,RU,1680059438
341,Airai,-8.9266,125.4092,21.53,71,81,1.21,TL,1680059630
342,Ponta Delgada,37.7333,-25.6667,15.4,82,20,10.29,PT,1680059368
343,Hammerfest,70.6634,23.6821,-7.75,86,0,1.03,NO,1680059631
344,Halifax,44.6453,-63.5724,0.82,77,17,0.45,CA,1680059516
345,Dandong,40.1292,124.3947,11.61,44,99,7.4,CN,1680059632
346,Talara,-4.5772,-81.2719,27.24,76,100,5.29,PE,1680059632
347,Kidal,18.4411,1.4078,23.37,8,13,4.85,ML,1680059633
348,Shenjiamen,29.9576,122.298,12.3,79,100,3.31,CN,1680059633
349,Lexington,37.9887,-84.4777,5.19,68,0,2.57,US,1680059542
350,Linköping,58.4109,15.6216,-2.01,65,100,2.06,SE,1680059507
351,Kaputa,-8.4689,29.6619,19.77,89,98,0.2,ZM,1680059635
352,Tommot,58.9564,126.2925,-2.73,95,100,5.52,RU,1680059635
353,Mawlaik,23.6333,94.4167,29.03,37,0,0.9,MM,1680059635
354,Mount Gambier,-37.8333,140.7667,16.74,61,81,4.88,AU,1680059636
355,Yangi Marg`ilon,40.4272,71.7189,16.4,41,90,2.06,UZ,1680059636
356,Winchester,51.0651,-1.3187,10.29,93,100,2.57,GB,1680059055
357,Chālūs,36.655,51.4204,15.98,69,0,2.91,IR,1680059637
